ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
80/44,Šolstvo/Znanost,"Delo (30.12.1980, letnik 22, številka 304)",">>Slovenska računalniška mreža se izpopolnjuje
'Od podpisa pogodbe o razširitvi RRC je poteklo deset let. Takrat je bila izoblikovana formalna osnova za združevanje večjega števila uporabnikov. RRC je do 1979 deloval kot posebna enota IJS, letos pa je postal povsem samostojna delovna organizacija RRC Računalniške storitv v kateri združuje sredstva 28 gospodarskih, raziskovalnih in družbeno-političnih organizacij in skupnosti.'
'Prednosti velikih računalnikov so do danes postale jasne. Cyber 172 je še za 30 odstotkov večji od starejšega brata, zavzema pa za dve tretjini manj prostora. Oba sta že nekaj časa zaposlena v treh izmenah, uvedli pa so še četrto sobotno in nedeljsko.'
'Vsako leto organizirajo več tečajev programiranja in učenje jezikov. Težave nastopajo pri nabavi rezervnih delov, ki so nujni za nemoteno delovanje.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-QDU6XP65/8/index.html
81/15,Šolstvo/Znanost,"Delo (07.01.1981, letnik 23, številka 3)",">>VTŠ laboratorij za projektiranje informacijskih sistemov odprt tudi za druge uporabnike
'Končali dela pri preureditvi prostorov in vanje preselili računalnik Delta 340/40. Pozneje bodo namestili tudi nov Delta 340/80. Celotno preureditev in nakup je financirala Delta na podlagi sporazuma o medsebojnem sodelovanju'
'Sedaj se bodo lotili nalog v zvezi z razvojem aplikativne programske opreme s področja načrtovanja in vodenja proizvodnje ter numeričnega krmiljenja tehnologije'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-QOW1KMZ9/24/index.html
81/17,Šolstvo/Znanost,"Delo (24.01.1981, letnik 23, številka 18)",">>Širjenje zmogljivosti Univerze v Lj eno od temeljnih vlaganj Delte
'Povezovanje bo omogočilo zagotovitev potrebne materialne osnove za graditev usmerjenega izobraževanja od srednje do visokošolskega. Ne pomeni zapiranja do podjetij. Delta sklepa sporazume z VTŠ, prvo gimnazijo, elektrotehniško šolo, gimnnazijo Miloša Zidanška v Mariboru, elektrotehniško fakulteto v Sarajevu in Zagrebu, fakulteto organizacijskih ved v Beogradu.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-3PPM45SA/2/index.html
81/19,Šolstvo/Znanost,"Delo (20.02.1981, letnik 23, številka 41)",>>Sodelovanje Delta in Prva gimnazija podrobneje!,http://www.dlib.si/listalnik/URN_NBN_SI_doc-9YBCVQWS/4/index.html
81/21,Šolstvo/Znanost,"Delo (02.03.1981, letnik 23, številka 49)",">>Mednarodni projekt COST-11
'Z vodjo izvolili Tomaža Kalina, sodelavca IJS. Namen projekta, ki bo potekal do konca 1983, je izdelava evropskega koncepta povezav med računalniki in sistemi z uporabo telekomunikacijskih metod. Razultate bo mogoče uporabiti za postavitev nacionalnih računalniških mrež in njihovo mednarodno povezovanje. Poleg IJS sodeluje še elektrotehnični fakulteti Zagreb in Sarajevo ter Inštitut Mihajlo Pupin. Od začetka projekta 1972 do danes je sodelovalo le pet držav, ki so lahko prispevale opremo in denar, druge tudi Jugoslavija pa so sodelovale le s teoretičnimi deli.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-DQ5ALNAK/8/index.html
81/23,Šolstvo/Znanost,"Delo (24.03.1981, letnik 23, številka 68)",">>Na VTŠ bodo učencem gimnazije Miloša Zidanška omogočili učenje računalništva
'Sistem Delta 340/40 na VTŠ so prilagodili potrebam pedagoškega procesa in raziskovlanega dela. V treh letih naj bi uredili učilnico za pouk računalništva tudi na gimnaziji.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-NVPAJWLY/6/index.html
81/34,Šolstvo/Znanost,"Delo (10.11.1981, letnik 23, številka 261)",">>Računalništvo prodira v knjižnice
'Začelo se je obdobje uvajanja avtomatizacije in računalnikov v knjižnice. Knjižnični informacijski sistem je nujen sestavni del splošnega informiranja. Praktične demonstracije bodo pripravili Iskra, Elektrotehna in Intertrade'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-NAE131W9/2/index.html
82/27,Šolstvo/Znanost,"Delo (12.04.1982, letnik 24, številka 85)",">>Tekmovanje računalništva .. podrobneje o računalništvu v šolstvu!
'120 srednješolcev na 6.republiškem tekmovanju. Slovenija bo v srednjeročnem obdobju potrebovala 2-3000 strokovnjakov. Šole so slabo opremljene. Organizira društvo Informatika s podporo IJS in FE, financirajo Iskra, Delta, Intertrade.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-UU133FQU/2/index.html
83/25,Šolstvo/Znanost,"Delo (18.04.1983, letnik 25, številka 90)",">>O tekmovanju iz računalništva
'Mineva 12 let od prvega pouka raćunalništva v Srednjih šolah in 7 let od prvih inženirjev računalništva''Roman Dorn-predsednik komisije za popularizacijo računalništva'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-1R42Z5YH/2/index.html
83/35,Šolstvo/Znanost,"Delo (30.06.1983, letnik 25, številka 150)",">>Računalništvo na mariborski univerzi
'Kljub številnim oviram pri financiranju in dobavi oblikovali računalniški center.. Sistem mora biti na voljo tudi drugim, ko gre za raziskovalne in razvojne projekte. Potrdili so tudi sporazum o sodelovanju z Iskra Delta.'
>>Bančno poslovanje bo poslej še bolj tekoče, saj bodo z nakupom računalnika sproti na voljo vsi potrebni podatki",http://www.dlib.si/listalnik/URN_NBN_SI_doc-M4SERVWQ/20/index.html
83/37,Šolstvo/Znanost,"Delo (02.09.1983, letnik 25, številka 203)",">>Računalniški vrtec
'Tudi pri nas bi radi, da bi se otroci seznanili z računalniki. V IJS bodo prihodnji mesec odprli računalniški vrtec namenjen tako šoloobveznim kot predšolskim otrokom.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-X9M827U4/22/index.html
83/45,Šolstvo/Znanost,"Delo (04.11.1983, letnik 25, številka 256)",">>Rezultati pol drugo leto po združitvi..
>>HP podaril UniLj mikroprocesorski razvojni sistem HP 64000S
'Posamezni profesorji in raziskovalci FE uživajo velik ugled med ameriškimi strokovnjaki. Donacija je priznanje mikroelektronskemu laboratoriju, ki že leta sodeluje s HP pri razvoju zahtevnih programov in posameznih komponent.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-ZU59446P/2/index.html
84/12,Šolstvo/Znanost,"Naš čas (15.3.1984, letnik 20, številka 10)",">>V Velenju ena izmed najbolje opremljenih računalniških učilnic v Sloveniji
'Gorenje že nekaj časa uspešno sodeluje v Šolskim centrom tako na materialnem kot kadrovskem področju.. rezultat tega sodelovanja je sodobno opremljena mikroračunalniška učilnica, ki so jo pred nedavnim začeli uporabljati. Učenci pridobivajo znanje na desetih mikroračunalniških sistemih z disketnimi pogoni in terminali Gorenje Paka. Kot načrtujejo bodo v prihodnosti pridobili še tiskalnike, posebno terminalsko učilnico in sisteme za procesno računalništvo. Programski jezik poučuje strokovnjak iz Gorenja.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-JFRMJLVB/43bbb2db-48d4-40c9-8ed2-59d26c55d375/PDF 
84/16,Šolstvo/Znanost,"Naša komuna (letnik 21, številka 16)",">>Srednja šola za računalništvo
'611 dijakov v dvajsetih oddelkih, poleg rednih profesorjev pa je  aposlenih še 17 zunanjih sodelavcev, predvsem iz Iskre-Delte, inštituta Jožef Stefan in Elektro fakultete. Delo je izredno otežkočeno, saj šola nima potrebne opreme, ki je za usposabljanje predpogoj.. večina je podarjena ali izposojena.. potrebe so še petkrat večje. Sedanji program izobraževanja že ni več ustrezen glede na napredek, ki je bil na področju računalništva dosežen v štirih letih, odkar se program izvaja.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-D15G7FXN/d1ceef66-9062-4438-9572-ba451c1bad77/PDF
84/19,Šolstvo/Znanost,"Naša skupnost (letnik 25, številka 12)",>>Računalniški krožek na osnovni šoli,https://www.dlib.si/stream/URN:NBN:SI:DOC-I3SW3HL7/96faede1-e50d-449d-865a-5d053a68527f/PDF
84/21,Šolstvo/Znanost,"Delo (12.01.1984, letnik 26, številka 8)
in Delo (17.01.1984, letnik 26, številka 12)",">>Celodnevni programi računalništva za šolarje v Cankarjevem domu
'Organizira Zveza organizacij za tehnično kulturo.. NVelebit dal na voljo 20 mikroračunalnikov na katerih se mladi lahko seznanijo z osnovami programiranja in uporabe. Takšne sejme bodo organizirali tudi drugje po Sloveniji'
>>Nov terminal v srednješolskem centru Jurija Vege v Idriji
'Vzpostavili povezavo z računalniškim centrom v ETA. Prvi korak v prizadevanjih za posodobitev izobraževanja, v prihodnje želijo postaviti še tri, s čimer bi zagotovili vsaj 20 minut na teden za vsakega izmed 80 dijakov. ETA šoli ne zaračunava računalniškega časa in je tudi odstopila opremo.'","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-4V53DN42/index.html
http://www.dlib.si/listalnik/URN_NBN_SI_doc-V8MU8FPG/index.html "
84/23,Šolstvo/Znanost,"Delo (20.01.1984, letnik 26, številka 15)",">>Srednja šola pedagoške, računalniške in naravoslovno matematične usmeritve slovesno odprli učilnico in kabinet za računalništvo
'Do sedaj so imeli samo en mikroračunalnik, sedaj imajo še dodatnega s tremi terminali in štirim tvji. Dobili so tudi procesni računalnik s terminalom in dvema monitorjema. Na računalniški smeri 189 dijakov. Opremo prispevali Iskra Delta, Telematika, Kibernetika in ERO'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-GADLWJYI/24/index.html
84/25,Šolstvo/Znanost,"Delo (15.02.1984, letnik 26, številka 37)",">>Mariborska knjižnica priklopljena na računalnik računalniškega centra univerze
'Knjižnica izredno povečala svojo informacijsko moč z računalniško obdelavo evidence bralcev, izposoje, opominov,  evidence knjig in podobno.'
>>V Alpetourju karte obdelujejo račuanlniško",http://www.dlib.si/listalnik/URN_NBN_SI_doc-G264BVKN/22/index.html
84/28,Šolstvo/Znanost,"Delo (13.03.1984, letnik 26, številka 60)",">>Računalniška oprema za univerzitetno knjižnico v Mariboru
'Čez kakšen mesec bodo začeli računalniško izvajati prva knjićnična opravila. Konec lanskega leta so dobili telefonsko linijo za povezavo z RCU in terminal Paka 2000 ter tiskalnik TRS 835. Dobijo še en terminal. Pripravljajo podatke za vnos v računalnik.' 
'Podsistem so načrtovali že v sedemdesetih. VZŠ Maribor je prva v Jugoslaviji takrat začela poskusno uporabljati računalnik. Najbolj so opremljene Ekonomska fakulteta Birsa Kidriča, NUK, CTK, Medicinska knjižnica.. V Mariboru bodo povezali RCU, UKM in knjižnice šol. Računalniško je opremljena tudi Združena knjižnica Elektrogospodarstva in Dravskih elektrarn.'
'Računalniško urejen knjižnični sistem v celotni državi do leta 1987??'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-55I9MJ0S/6/index.html
84/30,Šolstvo/Znanost,"Delo (27.03.1984, letnik 26, številka 72)",">>Posodobitev informacijskega sistema železnice
'Uvajanje tehnično informacijskega sistema za upravljanje tovornega prometa. Pri nas se zbiranje in pretakanje podatkov kljub povečanemu prometu še vedno izvaja ročno. O novem računalniško vodenem sistemu se je začelo govoriti že 1976, danes pa lahko postrežejo s povsem dodelanimi, konkretnimi projekti. Posodobitev bo morala biti skokovita in ne postopna, saj to nebi dalo želenih rezultatov. Lani so uvedli minitesti sistem za omejeno območje, kjer preverjajo okoliščine in kakšna je sposobnost zaposlenih, da se privadijo na nov sistem. V letu 1985 bi morala biti končana večina del.'
>>V SIP Šempeter čakajo na računalnik že leta
>>Šolski računalnik v Brežicah Iskradata 80-71 je polno zaseden
'Računalnik omogoča delo samo eni osebi, zato imamo še štiri tvje, da lahko delo spremlja več dijakov. Zaseden je vsak dan 12 ur, tudi ob Sobotah in Nedeljah. Uporablja se pri računalništvu in programiranju pa tudi pri matematiki. Začeli smo ga uporabljati tudi v šolski administraciji.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-IQ7CZVUB/4/index.html
84/31,Šolstvo/Znanost,"Delo (05.04.1984, letnik 26, številka 80)
in Delo (23.04.1984, letnik 26, številka 95)",">>Opremljanje šol z računalniki in vzgoja kadrov
'Stanje je kritično. Tretjina šol nima računalnika, tretjina pa uporablja računalnik kakega bližnjega podjetja. V Iskri menda ni denarja za začetek proizvodnje, kot so dejali, dognanih računalnikov, ki bi bili na voljo za množično uporabo.'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-J0O0MM6R/4/index.html
http://www.dlib.si/listalnik/URN_NBN_SI_doc-Q82YIJYP/2/index.html "
84/37,Šolstvo/Znanost,"Delo (25.04.1984, letnik 26, številka 97)",">>ZRC SAZU in FF
'Potrebno izpeljati akcijo za začetek dela avdiovizualnega laboratorija, podobno usklajevanje pa bo potrebno tudi pri dolgoročni nalogi uvedbe ustreznega računalniškega centra.'
>>Papirnica Vevče bo modernizirala proizvodnjo z vključevanjem računalništva",http://www.dlib.si/listalnik/URN_NBN_SI_doc-PSFCYIL3/6/index.html
84/38,Šolstvo/Znanost,"Delo (30.04.1984, letnik 26, številka 100)",">>Izgube v računalniškem centru Univerze v Mariboru in komercializacija
'Oprema je amortizacijsko vrednotena prenizko, saj jo je potrebno ves čas posodoabljati. Center mora prevelik delež naložbe pokrivati z opravljanjem storitev za uporabnike, kar odžira zmogljivosti pouku in študentom. Študent, ki želi magistrsko delo podpreti z operacijami na računalnik, mora poleg redne šolnine plačati še uporabo računalnika. Računalniki bi morali delati 24 ur na dan, da bi se primerno amortizirali. Da bi jih študenje lahko uporabljali tudi ponoči, bo center namestil dva terminala v študentskih domovih.'
>>Iskra Delta načrtuje združitev doslej razdrobljenih dejavnosti repzubliškega šolskega centra za računalništvo v hotelu Arognoavti v Novi Gorici",http://www.dlib.si/listalnik/URN_NBN_SI_doc-UOU7KZZF/4/index.html
84/41,Šolstvo/Znanost,"Delo (14.05.1984, letnik 26, številka 110)",">>Sodobna računalniška in informacijska tehnika postajata vse bolj pomemben vzvod nadaljnega razvoha družbe
'Potrebno je več narediti, da bo mladina prišla do mikroračunalnikov in da bo bodo vse naše šole opremljene z njimi. Zagotovit moramo tako domačo proizvodnjo kot tudi uvoz.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-YW07A09V/2/index.html
84/42,Šolstvo/Znanost,"Delo (19.05.1984, letnik 26, številka 115)",">>Mladi in računalniki v Mariboru
'Na Šoli Milana Zidanška bodo odpril računalniški center za vse mariborske šole in mladino z 8 terminali, ki bodo povezani s centrom na mariborski univerzi.''Iskra Delta predstavila HR84, hišni računalnik primeren zlasti za šole.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-WU7XFX1T/2/index.html
84/43,Šolstvo/Znanost,"Delo (23.05.1984, letnik 26, številka 118)",">>Računalniški center Univerze v Mariboru
'Diski RM05 na sistemu Dela 4850 se nenehno kvarijo. Pokvarili so se že po 1000 urah, naj bi se pa šele po 3000 urah.. Želijo vzdržljive diske do 10000 ur. Pogoste so tudi druge okvare. Center od 170 delovnih ur stal kar 70 ur, v to pa niso všteti štrevilni krajši zastoji. Ekipa je nemočna, stalne prošnje strokovnjakom Iskra Delta, ki prepočasi rešujejo njihove probleme, očitki iz vseh strani.'
>>Računalniška obdelava svetovnega kegljaškega prvenstva",http://www.dlib.si/listalnik/URN_NBN_SI_doc-HT6ZRMKK/4/index.html
84/47,Šolstvo/Znanost,"Delo (04.06.1984, letnik 26, številka 128)",">>Rekordna udeležba na tekmovanju iz računalništva
'Nekateri govorijo že o računalniški histeriji. Prijave omejene na 10 učencev iz vsake šole.. prišlo 213 udeležencev od 14-18 let.'
'Obeta se uvoz 2000 računalnikov za šole. Vrsta še ni bila izbrana. Planira se izmenjava programske opreme med šolami. Računalniki sami niso dovolj, potrebno je dovolj ozaveščenih in sposobnih strokovnjakov, ki jih ni niti približno dovolj.'
>>Iskra Delta 800 na svetovnem kegljaškem prvenstvu",http://www.dlib.si/listalnik/URN_NBN_SI_doc-6Z0ZU8R9/2/index.html
84/48,Šolstvo/Znanost,"Delo (05.06.1984, letnik 26, številka 129)",">>Opremljanje šol z računalniki 1984
'Potrebujemo 2000 računalnikov.. najprej pa računalniške učilnice. Poziv Iskri naj poskuša pridobiti zastopništvo ali licenčno proizvodnjo za Sinclair.. obenem naj se preuči možnost zagotovitve materiala za serijsko proizvodnjo računalnikov HR-84. Iskra lahko že jeseni zagotovi 500 teh računalnikov. Vsi dijaki štiriletnih srednjih šol imajo 50-140 ur računalništva, imamo 4 šole usmerjene v računalništvo, v glavnem programiranje. Opremljenost je slaba, natančnih podatkov pa ni. Na visokošolskem nivoju podobno.. Študenti imajo na voljo 12 minut za praktično delo na računalnik.'
'HR-84 izvira iz računalnika Abacus, ki je nastal v samo gradnji in se je zgledoval po Spectrumu. Ima 8 ali 16 bitni procesor, 16-32KB pomnilnika RAM in 16KB ROM. Priključek je možen na TV ali monitor. Na voljo je pol grafika.. obljubljajo pravo grafiko, programski jezika pa je Basic. Letos le poiskusna proizvodnja.'
'V Gorenju so predstavili sistem Dialog 20, ki so ga razvili v sodelovanju z FE. Do konca leta naj bi izdelali prvih 100, v prvih mesecih naslednjega leta naj bi izdelali 1000-2000 enot. Dialog temelji na procesorju Z80-A z 64KB RAM pomnilnika in 16KB ROM pomnilnika. Programski jeziki so Basic, Cobol, Pascal.. priključiti pa ga je mogoče na TV. Pozneje naj bi sistem pravtako dobil pravo grafiko.'
'Slovenijačes z obrtno zadrguo Galeb iz Izole napoveduje za konec leta prvih 100 računalnikov ColorGraph z 16 bitnim procesorjem, 64KM RAM in 16KB ROM pomnilnika, z barvno grafiko, priključiti pa bo mogoče še printer, kasetnik, disketnik.'
'Velebit Zagreb, ki je prodal šolam 50 računalnikov Apple 2+, naj bi že v Septembru predstavil svoj računalnik Orel. Pred časom so predstavili računalnik Galeb. Orel je v poskusni proizvodnji, obeta pa se večja serija. Ima 8 bitni procesor, 32KB RAM z možnostjo povečanja in 16KB ROM pomnilnika, tipkovnico, črno-belo grafiko visoke resolucije. Dogovarjajo se za prodajo Orlov za 800 šolskih hranilnic v Sloveniji.''Na voljo sta še dva Galaksija in Lola 8.'
'Ljubljanska banka bo omogočila 15 najuspešnejšim šolskim hranilnicam auporabo računalnika, kasneje pa naj bi razširili še na druge šole. Tako kot do zdaj v primeru dresov in druge opreme, bodo šole potrkale na vrata prodjetij s prošnjo, da jim prispevajo za nakup računalnika.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-J65AJDL2/4/index.html
84/53,Šolstvo/Znanost,"Delo (15.06.1984, letnik 26, številka 138)",>>Apple 3 na Srednji naravoslovno-matematični šoli Piran,http://www.dlib.si/listalnik/URN_NBN_SI_doc-MRHKJQ15/24/index.html
84/58,Šolstvo/Znanost,"Delo (26.06.1984, letnik 26, številka 147)",">>IJS poletni tečaji računalništva za mladino in odrasle
'Okrog 500 ljubljanskih osnovnošolcev ravnokar končalo pol letne kroćžke računalništva. Zanimanja toliko, da so se odločili še za organizacijo poletnih tečajev. IJS nudi tudi nekaj štipendij za tiste, ki si ne morejo privoščit. Pripravili tudi posebej načrtovane tečaje za odrasle.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-TIMEXNWD/6/index.html
84/64,Šolstvo/Znanost,"Delo (07.07.1984, letnik 26, številka 156)",">>Poletna šola računalništva na FE
'Za mlade zagnance enotedenska poletna šola računalništva na temo PL/O, podatkovnih baz, računalniških mrež, strojne opreme.. Sodelujejo tudi RCU, Intertrade in Iskra Delta, IJS in FNT..'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-32IHLBIX/2/index.html
84/65,Šolstvo/Znanost,"Delo (27.07.1984, letnik 26, številka 173)",">>Računalniški center UniMb se povezuje s šolami
'Priključili sta se Srednja naravoslovno matematična in Elektroračunalniška šola. Na šoli Miloša Zidanška bodo uredili tudi odprt računalniški center za mariborsko mladino. Sodelovali bodo z novim računalniškim klubom.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-IBI29ZN8/4/index.html
84/69,Šolstvo/Znanost,"Delo (21.08.1984, letnik 26, številka 194)",">>Srečanje ISSEK na Bledu
'Naši raziskovalci bodo predstavili dva medicinska računalniška programa. Prvi omogoča ugotavljanje motenj srčnega utripa, drugi omogoča diagnostiko na podlagi bolezenskih znakov in se uči s pomočjo izkušenj.'
'IJS Laboratorij za umetno inteligenco je eno od svetovno znanih središč takšnih raziskav in skupaj s Turing Institute in FE pripravlja srečanje. Ivan Bratko eden od direktorjev združenja ISSEK.'
>>Avstralski superčip velikosti nohta na palcu z 10000 tranzistorji",http://www.dlib.si/listalnik/URN_NBN_SI_doc-6OUJFOYL/2/index.html
84/80,Šolstvo/Znanost,"Delo (28.09.1984, letnik 26, številka 227)",">>Računalniški kabinet na Delavski univerzi Murska Sobota
'Organizirajo usposabljanja na računalniku Spectrum 48K.. vrata odprli tudi učencem srednjih šol za krožke in pouk.'
>>Otvoritev novega centra Radenska v Radencih",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-CP7CQ218/26/index.html
78/05,Seznam,Dogovori Glasilo občinske konference Lj center (Oktober 1978),">>Staninvest neuspešno uvajanje
'..smo si štiri leta zaman prizadevali, da bi nabavili računalnik, s katerim bi obdelovali in hranili podatke in z njim omogočili planiranje od posameznih hiš do mestnega plana. Nujna je kadrovska sanacija Staninvesta in zagotovitev ustreznih delovnih pogojev, da bo mogoče naloge stanovanjskega gospodarstva hitro in točno izvajali'",https://www.dlib.si/stream/URN:NBN:SI:DOC-MMS60VUA/05e00441-3d5a-4aa8-9a12-e6f8a972253f/PDF
78/06,Seznam,"Glasilo delovnega kolektiva LIP Bled (15.11.1978, letnik 8, številka 11)",">>Nakup računalnik v LIP nekje v letu 1979
'Začetki segajo v 1974, prve obdelave opravljali 1975, v naslednjih letih pa pokrili večino poslovnega dogajanja''Delamo na računalnik v RRC prek terminala, ki je v solastništvu z GG Bled in Vezenine Bled'",https://www.dlib.si/stream/URN:NBN:SI:DOC-P48VKUK5/129abbe4-ec36-455d-85a2-a00da61f9716/PDF
78/07,Seznam,"Železarski zbornik (1978, letnik 12, številka 2)
in Železarski zbornik (1978, letnik 12, številka 4)",">>Uporaba procesnega računalnika v elektrojeklarni
>>Računalniško upravljanje električne moči obločnih peči","https://www.dlib.si/stream/URN:NBN:SI:DOC-QPE0W2FI/81fa1ad9-53b6-4c25-9f30-55824ea9b533/PDF 
https://www.dlib.si/stream/URN:NBN:SI:DOC-WGWQTP0J/134cc2e6-72d9-4c63-b63d-b534a954bde4/PDF "
78/08,Seznam,"Novoles (27.01.1978, letnik 16, številka 1)
in Novoles (28.02.1978, letnik 16, številka 2)",">>Računalnik v Novolesu Fujitsu Facom 230-38S
'Začasno uvozili računalnik na petmesečni preizkus, obdelave ki jih zdaj opravljamo na računalniku Krke bomo postopno prenesli na svojega'
>>Opis računalnikovih zmogljivosti","https://www.dlib.si/stream/URN:NBN:SI:DOC-JFGNH44D/7b8f967c-29a4-4b69-bf24-b3ce6bdd1576/PDF 
https://www.dlib.si/stream/URN:NBN:SI:DOC-SFMAG4DG/0a128514-84e0-4e13-94e1-4e8872e1b058/PDF "
78/09,Seznam,"Naš Aero (03.11.1978, letnik 17, številka 5)",>>Uporaba mikrofilma,https://www.dlib.si/stream/URN:NBN:SI:DOC-VXPXCQ1S/73450c59-6e4b-4e7d-bfbf-eed4948527db/PDF
78/10,Seznam,"Veriga (1978, letnik 20, številka 6)","Leta 1971 je Tovarna verig Lesce začela uvajati računalniško tehniko v cilju izdelave efikasnih sistemov na področju knjigovodskega poslovanja, a pozneje tudi uporabe računalnika kot efikasnega sredstva v vodenju proizvodnih procesov.. smo začeli tako, da smo se posluževali pomoči računalniških strokovnjakov v Železarni Jesenice.. nadaljne uspešno izvajanje postavljenih nalog na jeseniškem računalniku..'","https://www.dlib.si/stream/URN:NBN:SI:DOC-FNTXKCO8/8653cdc8-8123-4be7-878c-6d83bac0ee84/PDF"
78/11,Seznam,"Delo (18.01.1978, letnik 20, številka 13)
in Delo (19.01.1978, letnik 20, številka 14)",">>Računalnika IBM v Ljubljanski banki, sta premajhna
'Računalnika, ki smo ju dobili pred osmimi leti, sta bila predvidena za obdelavo 500 tisoč računov.. zdaj 4 miljone.. zaradi starosti in velike obremenjenosti pa prihaja tudi do okvar in izpadov delovanja'
>>Na FE obeležili pet letnico projekta integriranih vezij, izsledki predstavljajo temelj za razvoj elektronike.. Prednosti!!","http://www.dlib.si/listalnik/URN_NBN_SI_doc-IOUWBHTX/8/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-BW13K1V8/4/index.html"
78/12,Seznam,"Delo (21.01.1978, letnik 20, številka 16)",>>Univerzi sodelujeta na področju razvoja računalništva,http://www.dlib.si/listalnik/URN_NBN_SI_doc-P02EHOF8/2/index.html
78/13,Seznam,"Delo (30.09.1978, letnik 20, številka 227)",>> Na sejmu razstavljena Iskradata 1680 in Iskradata C-18.. nekaj informacij,http://www.dlib.si/listalnik/URN_NBN_SI_doc-FBHR7ALB/10/index.html
78/14,Seznam,"Delo (27.10.1978, letnik 20, številka 250)",">>Skupen nastop Iskre in Datasaab
'Sta se sporazumela, da bosta skupno nasopala na jugoslovanskem in tujih trgih, zlasti v deželah v razvoju s celovito ponudbo opreme za kontrolo zračnega prometa. Iskrin delež bo obsegal telekomunikacijsko opremo, opremo za prenos podatkov ter računalnike Iskradata 1680 z alfanumeričnimi prikazovalniki. Jugoslovanska kontrolna služba že uporablja Datasaab kontrolne sisteme'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-KCKQ3JC5/2/index.html
78/15,Seznam,"Delo (5.11.1978, letnik 20, številka 274)
in Glas (28.11.1978, letnik 31, številka 92)",">>Novi tovarni Iskre na Laborah in v Stegnah
'Uresničevanje razvojne usmeritve na visoko produktivno proizvodnjo. Tovarna za proizvodnjo mikroelektronike v Stegnah namenjena za profeionalne telekomunikacijske naprave, računalnike, naprave za avtomatizacijo in avtoelektronike.. in tovarna računalnikov na Laborah''5 novih vezij na leto, v naslednji fazi pa še uvajanje obdelave silicijevih rezin' V tovarni računalnikov na treh linijah teče proizvodnja računalnikov za telefonske centrale Metacont, licenčnih računalnikov C-18 in iskrinih mikroračunalnikov Iskradata 1680.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-O0ICUM33/4/index.html http://www.dlib.si/stream/URN:NBN:SI:DOC-AFCSL72N/166f4ad4-1950-4848-8c22-f2974195561a/PDF 
78/16,Seznam,"Glas (03.10.1978, letnik 31, številka 76)",>>Računalniki Iskradata C-18 in Iskradata 1680 .. podroben opis,http://www.dlib.si/stream/URN:NBN:SI:DOC-JHWUG2PM/75a0d991-4e3d-44d7-b148-41b9686080b1/PDF
78/17,Seznam,"Glas (06.10.1978, letnik 31, številka 77)",">>Računalništvo prihodnosti
'V ospredju Iskrine predstavitve na sejmu elektronike je poslovno in procesno računalništvo, s katerim se iskra ukvarja že 15 let. Srednje ročni plan razvoja industrije v Sloveniji nalaga Iskri skrb za razvoj mikroelektronike, procesnega in poslovnega računalništva in elektrooptike. Iskra že skrbi za 248  procesorjev s hitrim spominon, nared pa jih je še 84. Najbolj znana sta sistem Iskradata 1680 in Iskradata C-18 izdelan po licenci CDC. Iskri si prizadeva za celovito obvladovanje področja in zmanjševanje odvisnosti od tujine. Še vedno se dela na tem, da bi prišlo do tesnejše povezave med proizvajalci Iskra, EI Niš in Rudi Čajevec. Ponuja se trg predvem doma, vendar vsega kar načrtujemo ne bo sprejel, zato se odpira tudi tuji'",http://www.dlib.si/stream/URN:NBN:SI:DOC-DPFIIVWI/01c4c6e7-2e69-41e3-a030-9f46ecff1367/PDF
79/03,Seznam,"Delo (14.03.1979, letnik 21, številka 61)",>>Nov računski center VEKŠ z računalnikom Iskradata C-18,http://www.dlib.si/listalnik/URN_NBN_SI_doc-RZEI7UFO/64/index.html
