ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
85/132,Splošno,"Delo (08.10.1985, letnik 27, številka 234)",">>Iskrin HR84
'O HR84 ni ne duha ne sluha.. to da so ga razvijali pa ni bilo zastonj. Tudi Gorenjev Dialog H se je letos poleti poslovil. O Iskrinem sodelovanju s Sinclair tudi ni več slišati. Še naprej pa se pojavljajo novi sistemi.. Avtotehna z Oric nova.. Moj mikro.. Zgolj na naivnosti in neobveščenost na tej točki ne morejo več računati.'
>>Poskusno obratovanje slovenskega dela omrežja Jupak
'Na sejmu si je moč ogledati eksperminetalno delovanje javnega omrežja za prenos podatkov s tri mesečno zamudo.. Dokler se deležniki ne dogovorijo glede standarda izmenjave podatkov omrežje ne bo delovalo.'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-RLE95P3I/4/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-RLE95P3I/14/index.html "
85/133,Splošno,"Delo (09.10.1985, letnik 27, številka 235)",">>Posodobitev računalniške mreže v Metalni Maribor
'Postavili računalnike različnih zmogljivosti podjetja Hewlett Packard in se tem povezali posamezne delovne enote.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-WBMVP4JX/20/index.html
85/134,Splošno,"Delo (10.10.1985, letnik 27, številka 236)",">>Informatika v Jugoslaviji
'Informatika se v Jugoslaviji obravnava kot postranska dejavnost in se je ne jemlje resno. Družbeni sistem informiranja je pod potrebami in ralnimi možnostmi. Računalnikov naj bi bilo pred dvema letoma približn 1850. Še vedno imamo velikokrat namesto uporabnih ažurnih informacij, zakasnele, nepopolne pa tudi netočne.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-EM08JPK7/2/index.html
85/135,Splošno,"Sobotna priloga (12.10.1985, letnik 27, številka 238)",">>Umetna inteligenca.. intervju z Bojanom Cestnikom
>>Slovensko gospodarstvo močno zaostaja za tehnološkim razvojem
'Sestavo gospodarstva bi morali hitro spremeniti, z informatiko v ospredju. Pri nas se informatika počasi uveljavlja, imamo 10-20 krat manj računalnikov kot v razvitih državah, 4 krat manj numerično krmiljenih strojev, pa tudi pri telekomunikacijah daleč zaostajamo. Že samo uporaba računalnikov poveča produktivnost, razvoj visoke tehnologije pa poganja gospodarsko rast. Ne gre samo za mikroelektroniko.. gre za splošno povečevanje znanja in zmanjševanje odvisnosti od surovin, ki jih nimamo.'
'Pri nas se želi informatiko uvajati v proizvodnjo šele v zadnjih letih, ko smo povečali količino izvoza, ni pa ljudi, ki bi bili to sposobni izpeljati. Kapitala je premalo, da bi se podjetja lahko prestrukturirala v proizvodnjo z več znanja, premalo da bi lahko vlagala v informatizacijo, v izobraževanje itd. Imamo stabilizacijski program, ki naj bi osamosvojil ekonomske subjekte od družbenega skrbništva, vendar ta v treh letih še ni zaživel.'
'V Iskri bi več organizacij moralo v stečaj, ker delajo nedonosne izdelke, vendar obstaja neka sistemska solidarnost, ki ohranja zgrešene projekte zavoljo delavcev, ki bi se sicer takoj uprli.'","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-2FHG34OR/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-2FHG34OR/6/index.html "
85/136,Splošno,"Delo (12.10.1985, letnik 27, številka 238)",">>Mednarodni seminar o računalštvu v strojni industriji
'Pole poslovne uporabe bo potrebno razširiti uporabo tudi v konstruiranju in prozvodnji novih izdelkov.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-35MNEENF/14/index.html
85/137,Splošno,"Delo (15.10.1985, letnik 27, številka 240)",">>Interbiro v Zagrebu
'Poleg velikih Iskra Delta, EI Niš mogoče videti tudi vrsto drugih.. vsi pa bolj ali manj uspešno skrivajo poreklo razstavljenih računalnikov. Domači računalniki se ne morej primerjati s tujimi niti v zmogljivostih niti v ceni. Pri nas enotne državne strategije informatizacije ni.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-I5I7OVZ1/2/index.html
85/138,Splošno,"Delo (18.10.1985, letnik 27, številka 243)",">>Računalništvo v turizmu
''
>>V Iskra Delta centru v Novi Gorici začeli z izobraževanjem",http://www.dlib.si/listalnik/URN_NBN_SI_doc-YL3XDP1U/4/index.html
85/139,Splošno,"Delo (19.10.1985, letnik 27, številka 244)",>>Priznanje za oblikovanje računalnika Triglav,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-3ACE9O08/14/index.html
85/140,Splošno,"Delo (23.10.1985, letnik 27, številka 247)",">>Nagrada za računalnik Triglav
'Računalnik so sprojektirali v podjetju Mak v Kopri, avtor oblike pa je Vid Brataševec.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-NI93R2OB/14/index.html
85/141,Splošno,"Delo (26.10.1985, letnik 27, številka 250)",">>Računalniki tudi v šolskih hranilnicah
>>Skupna strategija Gorenja in Iskre
'Dogovorili so se za sodelovanje pri jugoslovanskih programih.. pri proizvodnji gospodinjskih aparatov, informacijskih in komunikacijskih sistemov, orodnih strojev in robotike ter električnih elementocv in sklopov. Na področju računalništva naj bi vključili tudi Birostroj.'
>>V Ljubljanski banki veliko pričakujejo od modernizacije računalnikov",http://www.dlib.si/listalnik/URN_NBN_SI_doc-7895AS4V/2/index.html
85/142,Splošno,"Delo (05.11.1985, letnik 27, številka 257)",">>Računalniki za novogoriške šole
'Iskra trinajstim osnovnim šolam podarila po en računalnik Spectrum 48K, šolam usmerjenega izobražvanje pa po dva.'
>>Birostroj RGB 105/80, 105/132, 115",http://www.dlib.si/listalnik/URN_NBN_SI_doc-83SMGZ1I/20/index.html
85/143,Splošno,"Delo (12.11.1985, letnik 27, številka 263)",">>Sprostitev izvoza računalnikov na Kitajsko
>>V Nemčiji še vedno solidna prodaja računalnikov",http://www.dlib.si/listalnik/URN_NBN_SI_doc-YNOHPL8D/2/index.html
85/144,Splošno,"Delo (13.11.1985, letnik 27, številka 264)",>>Povečan izvoz ameriških računalnikov v Indijo,http://www.dlib.si/listalnik/URN_NBN_SI_doc-PJ91WHL0/2/index.html
85/145,Splošno,"Delo (15.11.1985, letnik 27, številka 266)",>>Računalniški dnevi v Kopru,http://www.dlib.si/listalnik/URN_NBN_SI_doc-UHJJ32XT/26/index.html
85/146,Splošno,"Delo (21.11.1985, letnik 27, številka 271)",">>Hišni sejem Gorenja
'Največ zanimanja požela robota Goro 102 za površinsko zaščito in Goro 103 za manipulacijo. Zanimiva tudi predstavitev serije različnih računalnikov. Pri procesni opremi omenimo mikroračunalniški sistem Klas 1 in 2, programirljiv krmilni sistem PLK 1000, zaslonski terminal Paka 3000 in računalnik Dialog v različnih izvedbah.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-MGKZVBCO/16/index.html
85/147,Splošno,"Delo (23.11.1985, letnik 27, številka 273)",">>Novi izobraževalni center Intertrade v Radovljici
'Najsodobnejšo opremo prispeval IBM, 17 učilnic, 14 kabinetov..'
>>Prihodnje leto naj bi gasilcem odpiral semaforje računalnik",http://www.dlib.si/listalnik/URN_NBN_SI_doc-EQDD1JUB/index.html
85/148,Splošno,"Delo (25.11.1985, letnik 27, številka 274)",">>Na otvoritvi novega centra Intertrade v Radovljici
'Bistvo jugoslovanskega raćunalniškega zakona je enoten računalniški sistem, kakšen je pa je svar strokovnega dogovora med soudeleženci v skupnem razvoju. Cilj je standardizacija, ne pa monopol. Tvegano je tako prepuščanje razvoja računalništva zgolj tržnim zakonitostmi, kot tudi birokratsko odločanje, ki pelje k opredeljeavanju enega ponudnika kot najbolj primernega.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-D8AW0VLD/2/index.html
85/149,Splošno,"Delo (26.11.1985, letnik 27, številka 275)
in Delo (13.12.1985, letnik 27, številka 288)",">>Stanovanjsko gospodarstvo Ljubljana
'V nekaj mesecih naj bi dobili svoj računalniški center, kjer naj bi obdelovali podatke s področja gospodarjenja, planiranja in solidarnosti.'
>>Beti Metlika dobila računalnik za poslovno in procesno tehnikov
'Procesni računalnik bo vodil krojenje.'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-NCKN93XU/16/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-93KKS7WU/8/index.html "
85/150,Splošno,"Delo (28.11.1985, letnik 27, številka 277)
in Delo (20.12.1985, letnik 27, številka 294)",">>Računalnica v kranjski srednji šoli naravoslovno matematične in računalniške smeri
'Odprli prvo računalnico opremljeno z 9 računalniki Iskra Delta s kakršnimi nameravajo opremiti tudi druge srednje in osnovne šole v kranjski občini.'
>>Zakon o Družbenem sistemu informiranja sprejet že leta 1979
'Sistem naj bi zagotavljal usklajeno zbiranje, evidentiranje, obdelavo in izkazovanje podatkov, ki so pomembni za spremljanje, planiranje in usmerjanje družbenega razvoja. Zgrajen naj bi bil predvsem za potrebe sozd-ov.. služil naj bi ljudem in občanom in nadaljnemu razvoju družbeno-ekonomskega samoupravljanja.'
'Vedno manjša vlaganja v opremo, stokrat manj kot v razvitih državah. Jugoslavija je padla iz 23 na 60 ali celo 80 mesto. Zanemarjanje informacij je pri nas pogost pojav.. izvajajo se investicije, ki ne temeljijo na znanih podatkih in zato niso ekonomične.'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-ZLTABVL2/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-ZLTABVL2/34/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-NNNKP316/index.html 
"
85/151,Splošno,"Delo (02.12.1985, letnik 27, številka 278)",">>Kopa 3500
'Kopa inženiring tovarn meril v Slovenj Gradcu se bo preselila v nove prostore kjer bodo še bolj razvili proizvodnjo mikroračunalnikov. Osnova je računalnik Kopa 3500, ki ga lahko priredijo po naročilu in je z njim moč obvladati poslovanje srednje velikega podjetja.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-M8LN1FOX/2/index.html
85/151,Splošno,"Delo (04.12.1985, letnik 27, številka 280)",">>Računalniško opismenjevanje v občini Vič
'Izvajajo analizo stanja. Predlagajo obsežno akcijo osnovnega in dopolnilnega izobraževanja, ki bi omogočil uvajanje novih tehnologij v občini. Zavzemajo se za širitev prostor na FE in Srednji računalniški šoli na Viču in uvajanje računalniških znanj v osnovne šole.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-SI0PZTTI/6/index.html
85/152,Splošno,"Delo (07.12.1985, letnik 27, številka 283)",">>Računalnica na Srednji naravoslovno tehniški šolui Miloša Zidanška
'S pomočjo podjetij uredili računalnico z 18 računalniki Commodore 64, z RCU Maribor pa so uredili terminalsko učilnico z 8 terminali Paka 3000.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-NLN6UHJT/16/index.html
85/153,Splošno,"Delo (10.12.1985, letnik 27, številka 285)",">>Računalniški nadzor prometa v Ljubljani
'Zamenjujejo semaforje in urejajo notranjost centra, kjer sta že dva računalnika, tako imenovani komunikator in koncentrator, pravtako pa je nameščen osrednji računalnik za sprejem in zapis podatkov. Za zdaj manjka še grafični računalnik z barvnim terminalom in printerjem, ki ga še preizkušajo v Iskri. Računalnik bo imel 15 programov.'
>>Klinika za plastično kirurgijo in opekline UKC dobila sodoben računalniški sistem Philips",http://www.dlib.si/listalnik/URN_NBN_SI_doc-F357I9V2/8/index.html
85/154,Splošno,"Delo (11.12.1985, letnik 27, številka 286)",>>Vključitev laboratorija IJS v projekt COST 13 financira Iskra Delta,http://www.dlib.si/listalnik/URN_NBN_SI_doc-98IF4QUI/16/index.html
85/155,Splošno,"Delo (16.12.1985, letnik 27, številka 290)",>>Največji jugoslovanski industrijski robot naj bi kmalu namestili v Zastavo,http://www.dlib.si/listalnik/URN_NBN_SI_doc-QLXLY3P3/8/index.html
85/156,Splošno,"Delo (20.12.1985, letnik 27, številka 294)",>>Izbor najboljših računalnikov leta 1985,http://www.dlib.si/listalnik/URN_NBN_SI_doc-NNNKP316/10/index.html
85/157,Splošno,"Delo (21.12.1985, letnik 27, številka 295)",">>Mikroračunalniški sejem v Cankarjevem domu
'Že tretje leto zapored organizira ZOTKS.'
>>Skupnost pokojninskega in invalidskega zavarovanja
'Predstavili no sistem računalniške obdelave podatkov. Odslužena oprema je bila kriva za zamude. Nova oprema IBM bo skrajšala čas od vloge do odmere.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-EHWS24ZQ/index.html
85/158,Splošno,"Sobotna priloga (28.12.1985, letnik 27, številka 301)",">>Prvi mikroračunalnik Micral izdelan v Parizu 1973
'Do Micrala so se mikroprocesorji uporabljali le za kalkulatorje. Leta 1973 Truong Trong Thi v Parizu izdelal prvi mikroračunalnik za spremljanje in nadzor posevkov v nekem francoskem laboratoriju, ki se ukvarja s kmetijskimi raziskavami. Večina priznava prvenstvo Apple-u iz leta 1977, ali nemara družbi, ki je leta 1975 začela po pošti prodajati svoj samogradni računalnik Altair. Micral je bil leta 1975 boljši od vsega, kar se je ponujalo na ameriškem trgu, opremil ga je s tipkovnico, tiskalnikom, monitorjem in mu povečal spomin ter nabor programov. Kupcev in financerjev ni bilo.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-LN1SD7X6/2/index.html
85/159,Splošno,"Delo (31.12.1985, letnik 27, številka 303)",>>Prizidek in nekaj nove opreme v računalniški šoli na Viču,http://www.dlib.si/listalnik/URN_NBN_SI_doc-QOVW1I1T/4/index.html
85/160,Splošno,"Rodna gruda (1985, letnik 32, številka 5)",">>V Iskrini tovarni polprevodnikov namestili japonskega robota Seiko D.Tran.
'Odlagal bo diode v usrezne mostičke petkrat hitreje kot človek.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-47QIW0A6/9441ecde-4cd6-4cd3-82a8-7e1514f094b9/PDF
85/161,Splošno,"Rodna gruda (1985, letnik 32, številka 10)",">>Predstavitev Triglava
'V maju je Iskra-Delta predstavila širši javnosti svoj najnovejši razvojni dosežek, družino supermikroračunalnikov Triglav. Po svoji modularni zasnovi omogoča Triglav trženje in uporabo na več področjih. Poleg modularizacije k Triglavovi učinkovitosti veliko prispeva tudi sistemsko vodilo VME, ki je medtem postalo svetovni standard. Po svoji konfiguraciji temelji na najmočnejšem mikroprocesorju INTEL 80286 in najsodobnejšem operacijskem sistemu UNIX. Ker pretežni del tržišča programske opreme
obvladuje IBM, so v Delti že med razvojem predvideli uporabo prav teh programov. S preprosto zamenjavo procesorskih modulov pa postane TRIGLAV kompatibilen z družinama mini in mikroračunalnikov vodilnih svetovnih firm, IBM in DEC. Za dosego različnih konfiguracij ima TRIIskrin računalnik Triglav na razpolago tri različne procesorje - od tod tudi njegovo ime. Če en sam procesorski modul zamenjamo v MOTOROLO 68000, se prelevi v eno najzmogljivejših delovnih postaj svojega razreda, ki se obnese pri načrtovanju in vodenju proizvodnje.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-QR023G2S/941f5fe6-6d48-4366-bd7a-80c4b6d9eb26/PDF
85/162,Splošno,"Prosvetni delavec (04.03.1985, letnik 36, številka 4)
in Prosvetni delavec (15.04.1985, letnik 36, številka 7)",">>Oddaje o računalništvo
'Televizijski ciklus o računalništvu, ki ga je pripravil časnikar Peter Likar z avtorjem in voditeljem oddaje dr. Tomažem Kalinom in z drugimi strokovnjaki, seznanja gledalce z mikroračunalnikom, z metodo dela z njim, njegovo uporabnostjo na različnih področjih dela in življenja, s tehnološkimi pridobitvami, kijih prinaša družbenemu razvoju, pa tudi s težavami, ki jih bo treba še premagati. Ciklus-lahko uporabimo kot učni pripomoček pri uvajanju udeležencev izobraževanja v svet mikroračunalništva.'
>>Računalništvo v izobraževanju","https://www.dlib.si/stream/URN:NBN:SI:DOC-X39HERVJ/d11bd484-80fe-4166-919d-3d83005d3150/PDF 
https://www.dlib.si/stream/URN:NBN:SI:DOC-H5C2MLRW/b872692c-72c1-4763-94b6-4f3c5a7c24f4/PDF "
85/163,Splošno,"Dolenjski list (28.03.1985, letnik 36, številka 13)",>>Računalništvo na dolenjskem,https://www.dlib.si/stream/URN:NBN:SI:DOC-OO82G4U2/aef238a8-7af4-4b9e-b6df-41760da14b94/PDF
,Splošno,,,
86/01,Splošno,"Železarski zbornik (1986, letnik 20, številka 4)",>>Ocena stanja in analiza razvoja uporabe procesnega računalništva v Slovenskih železarnah,https://www.dlib.si/stream/URN:NBN:SI:DOC-M0L8HU2R/e3cbbe83-31db-4d3a-8aa3-b2a8e171b69e/PDF 
86/02,Splošno,"Gorenjski glas (10.10.1986, letnik 39, številka 77)",">>Na Interbiro Iskra Delta razstavlja
'Razstavljajo Gemini, 16 in 32-bitne Triglave, Partnerja, terminal Paka 5000...različne aplikacijske programske rešitve zasnovane na informacijskih orodjih IDA.'",https://dlib.si/stream/URN:NBN:SI:DOC-M2T97MJZ/9bae5077-00a8-4b81-a82a-102fab067c64/PDF 
86/03,Splošno,"Dolenjski list (25.12.1986, letnik 37, številka 52)",">>Srečanje v Cankarjevem domu.. Zašla zvezda hišnih računalnikov, vzhaja PC
'Ob znanih domačih izdelovalcih mikroračunalnikov in številnih zastopnikih znanih tujih podjetij, ki
pa zvečine le prodajajo uvožene mikroračunalnike. Med njimi je bilo mogoče videti in potipati najnovejšo PC zvezdo Schneider PC 512, presenetila je tudi ZOTK, ki je predstavila svojo inačico PC-ja Sokol, najcenejšo in najboljšo na jugoslovanskem trgu, kot zatrjujejo. Nekaj podobnega so pokazali kot plod skupnega sodelovanja Konim, Elektrokovina in Slovenijales, in sicer PC YU, pravtako z IBM združljiv. In, seveda, omeniti je treba tudi podoben računalnik zasebne podjetniške skupine Mikrohit.'
'Obsežno ponudbo izvirne programske opreme je predstavil Iskra CAOP. Vsebuje pakete za vodenje in obravnavo kadrovske evidence, knjigovodsko-računovodski informacijski sistem, obračun stroškov, proizvodno-materialni planski sistem narejen v sodelovanju s Krko, paket za prodajo in ekonomiko.'
'Zelo zanimivo kombinacijo strojne in programske opreme so razvili v IJS na odseku za energetiko in vodenje procesov. Distribuirani mikroračunalniški sistem DMS860, ki povezuje 8-bitne periferne računalnike s 16-bitnimi centralnimi. Sistem omogoča zajemanje vseh potrebnih podatkov, ki so pomembni za vodenje procesov v industriji, in seveda njihovo obdelavo. Razvijali več let, zdaj že postavljeni v Steklarni Hrastnik, v TAMu, Metalni.. Omogočil pomembne prihranke z učinkovitejšim izkoriščanjem energije in izdelavo kvalitetnejših izdelkov.''Že od leta 1980 pa v več podjetjih delujejo njihovi mikroračunalniški sistemi za izravnavanje konic pri odjemu elektrike.'",https://dlib.si/stream/URN:NBN:SI:DOC-VOEW9I0B/30b7ca3f-c951-4d67-a130-9d629be4bb87/PDF
86/04,Splošno,"Informatica (1986, letnik 10, številka 1)",">>Sistem za šaltersko poslovanje 
'..je sodobna računalniška oprema za delo v bankah in na poštah, opremljen z ustrezno programsko opremo. Sistem omogoča samostojno ažurno poslovanje - od posameznih operativnih del na šalterjih do zajema podatkov za nadaljnjo obdelavo. Deluje lahko povsem samostojno ali v povezavi z glavnim računalnikom (prenos informacij je mogoč prek stalno najetih ali navadnih telefonskih linij). Delovanje sistema tudi ni odvisno od razpoložljivosti računalniških kapacitet glavnega računalnika. Sistem nadomešča raznovrstno opremo, ki se uporablja pri šalterskem poslovanju - od klasičnih mehanografskih strojev, pisalnih strojev do kalkulatorjev in deloma mikročitalnikov.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-ZKJOMUQG/2314194a-8854-43d0-a018-af7cbaeee0ff/PDF
86/05,Splošno,"Informatica (1986, letnik 10, številka 2)",>>Nove generacije računalnikov,https://www.dlib.si/stream/URN:NBN:SI:DOC-KR9YOZH3/3c36186f-ec40-461c-8b64-464b5f013a97/PDF
86/06,Splošno,"Informatica (1986, letnik 10, številka 3)",">>Paralelno procesiranje
>>Videoterminal PMT-100
'PMT-100 je terminal, ki je funkcionalno enakovreden terminalu VT-100.  Ob obstoječih tovrstnih terminalih na naSem tržišču (PAKA 1000, PAKA 3000) je seveda opravičljivo začudenje, čemu razvijati še
enega. Razlog je sorazmerno visoka cena teh terminalov. Po zgledu domačih računalnikov je vsa logika terminala skupaj s pripadajočim napajalnikom, transformatorjem in tipkami narejena na eni sami tiskanini, ki je vgrajena v ohišje tipkovnice. Uporabljene so domače tipke proizvodnje lEVT. Na to tipkovnico-terminal nato priključimo običajen cenen računalniški monitor.'
'Podrobne karakteristike terminala PMT-100...'
>>Ocena programskih orodji IDA
>>Nove generacije računalnikov nadaljevanje",https://www.dlib.si/stream/URN:NBN:SI:DOC-XDWB2FQX/cc045af7-8b0f-41d6-9c32-02ff16f40935/PDF
86/07,Splošno,"Informatica (1986, letnik 10, številka 4)",">>Razvrstitev novogeneracijskih računalniških arhitektur
>>ISDN
>>Napredni mikroprocesorji",https://www.dlib.si/stream/URN:NBN:SI:DOC-V86TE3YG/d7bf6fbc-d485-4703-83d3-c9403e350b8b/PDF
86/08,Splošno,"Delo (06.01.1986, letnik 28, številka 3)",">>Končno JUPAK
>>Avtomati za prodajo vozovnic na jugoslovanskih železnicah",http://www.dlib.si/listalnik/URN_NBN_SI_doc-ODOPAY8V/2/index.html
86/09,Splošno,"Delo (09.01.1986, letnik 28, številka 6)",>>Na Tajvanu uničujejo nekvalitetno računalniško opremo,http://www.dlib.si/listalnik/URN_NBN_SI_doc-X0CFKWNH/16/index.html 
86/10,Splošno,"Delo (10.01.1986, letnik 28, številka 7)",">>Petrol kupil računalnike nekaterim šolam
'Še ta mesec bodo računalnike dobile osnovne šole v Šempasu, Beltincih, 2 v Kranju, 4 v Ljubljani, pa še 5 srednjih šol po državi.'
>>Usnjarna Šoštanj bo zamenjal star računalnik
>>Dnevi računalništva na Dolenjskem","http://www.dlib.si/listalnik/URN_NBN_SI_doc-6J7NTCJY/4/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-6J7NTCJY/24/index.html "
86/11,Splošno,"Delo (13.01.1986, letnik 28, številka 9)",">>Razvoj bazne tehnologije v EI Niš
'Nova bazna tehnologija naj bi omogočila nove prodore na področju računalništva, telekomunikacij, mikroelektronike..'
>>IBM PC IT(IT pomeni Intertrade) že na trgu
'NA voljo različice PC, XT, AT in AT2.. v prihodnje bodo nekater zunanje enote računalnikov domače izdelave.. tipkovnico naj bi delal Tipro, tiskalnik TRS, s katerim so skupaj razvili vmesnik, monitorje pa Gorenje, vendar to še ni dogovorjeno. Doslej so jih prodali že okoli 200m nekatere je možno dobiti za dinarje, nekatere za dolarje. Pripravili so tudi nekaj programov.. finančno knjigovodstvo, urejevalec besedila, program za projektiranje v gradbeništvu...'
>>IBM 4341 v Radenski
'Že dve leti načrtujejo avtomatsko obdelavo v Avtoradgoni, odvisni od centra v Radencih. Lani kupili 6 IBM terminalov, tiskalnik, diskovno enoto, in so povezani s centralnim računalnikom v Radencih. V Radencih so pred kratkim okrepili opremo z novim IBM 4341. V Avtoradgoni so sedaj kupili še računalnik Partner s paketom poslovnih programov, uporabljali pa ga bodo tudi v razvojnotehnološki službi za grafiko.'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-YSLDBQ4E/8/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-AP5NBIM8/18/index.html "
86/12,Splošno,"Delo (15.01.1986, letnik 28, številka 11)",>>Računalniško vodenje proizvodnje celuloze v Papirnici Djuro Salaj v Krškem,http://www.dlib.si/listalnik/URN_NBN_SI_doc-62K0AXMV/2/index.html
86/13,Splošno,"Delo (17.01.1986, letnik 28, številka 13)",">>IJS bo dobavil TAM termoenergetski računalnik
'Zaradi velikih prihrankov pri porabi naj bi se sistem izplačal v dveh sezonah. Podobna računalniška sistema pričakujejo tudi v Metalni in v Papirnici Djuro Salaj v Krškem'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-C7GSBA6G/22/index.html
86/14,Splošno,"Delo (20.01.1986, letnik 28, številka 15)",">>Iskra Delta bo poskrbela za mikroračunalniško obdelavo podatkov na smučarskih tekmovanjih
'Pripravili so originalno programsko opremo, ki bo hitro in natančno ponudila vse podatke televiziji, novinarjem in gledalcem. Ekipa s tremi povezanimi računalniki Partner spremlja tekoče, vmsen in končne čase. Te takoj posredujejo prek generatorja znakov v TV sliko, na poseben kanal pa dajo listo prvih 15. Tudi ure in generatorji znakov imajo vgrajene mikroračunalnike. Letos kupili nov profesionalni generator znakov. Poleg spremljanja tekem v smučanju razvili tudi sistem za spremljanje skokov in teka na smučeh.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-DLF0FMV0/12/index.html
86/15,Splošno,"Delo (21.01.1986, letnik 28, številka 16)",">>O problemih z uvozom opreme po letu 1983
'Pisanje vlog, dve do tri leta čakanja, nenehno romanje v Beograd.. medtem pa je oprema že zastarela, spreminjanje njenih karakteristih pa je prineslo nove probleme.'
>>Računalniki iz druge roke
'V Jugoslaviji je približno 50 računalnikov IBM, ki so jih organizacije dobile iz druge roke potem ko so v razvitih državah odslužili svoje. Rabljen IBM 370/158 ima na primer Astra, načrtujejo pa namestitve novejšeha IBM 4341, ki so ga pravtako kupili iz druge roke za polovico cene. Pravtako so v Leku kupili tak rabljen računalnik. V koprski enoti Ljubljanske banke imajo rabljen IBM 370/125 od zdomca obrtnika, za najem o pa so se odločili tudi v Gorenju in v eni izmed goriških podjetij. Tudi v Intertrade imajo dva rabljena računalnika, ki so ju kupili od nekega stuttgartskega podjetja.'
'Za nakup rabljenih se odločajo zaradi deviznih kvot in nižje kvalitete domačih računalnikov, pri katerih tudi nimajo dobrih izkušenj z vzdrževanjem in samo dobavo. V razvitem svetu računalnike menjajo v 2-5 letih. Jugoslavija je idealen teren za prodajo te rabljene opreme. V Intertrade načelno sicer ne sklepajo pogodb o rednem vzdrževanju rabljenih računalnikov, če so zelo zastareli, zato so stroški popravil zelo visoki. Po letu 1983 je začela veljati prepoved uvoza iz tujine, eden od redkih načinov razen nakupa domačega računalnika pa je bila menjava z rabljenim v okviru kvote za stari računalnik.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-6QHCSMEO/4/index.html
86/16,Splošno,"Delo (23.01.1986, letnik 28, številka 18)",">>Opremljanje šol
'Za načrtovano opremljanje šol še vedno ni denarja. Po uspešni mariborski akciji nakupa računalnikov, so to razširili še na Podravje in Pomurje, sedaj pa pospešeno poteka na Gorenjskem. Trenutno opremljenost osnovnih in srednjih šol naj bi bila dobra, približno na takem nivoju kot druge evropske države. Na vsaki osnovni šoli povprečno po dva računalnika z opremo, na srednji pa več kot štiri z opremo. To je približno 900 na osnovnih in 500 na srednjih šolah. V glavnem so to Commodore 64 in ZX Spectrum, 10% pa je IBM PC in Parnter. Slednja naj bi v prihodnje prevladovala, saj sta predvidena z normativi. Vsaka šola naj bi imela računalnico z računalnikom za učitelja in osmimi računalnik za učence. Denarja ni, šol ne bo več mogoče direktno obremenjevati, na državnem nivoju iščejo rešitev. Tam kjer jih imajo, so menda zadovoljni, uporaba poteka kot predvideno in je uspešna.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-W4MHIMAM/8/index.html
86/17,Splošno,"Delo (24.01.1986, letnik 28, številka 19)",">>O enotnem družbenem informacijskem sistemu
'Ob hudih ekonomskih problemih nimamo niti primerjalnih podatkov o tem, kako se gibljejo osebni dohodki, statistika je prepočasna, ne zajema sprememb, razlike v vodenju podatkov statistike in SDK. Ni ljudi, ki b i znali na podlagi podatkovnih baz in podatkov pripraviti ustrezne zaključke. Potrebna bo racionalizacija in večja učinkovitost sistema. Gospodarstvo dobi prepozno podatke o poslovanju in ni mogoče pravočasno ukrepati. Opreme v Mariboru ni malo, vprašanje pa je kako je izkoriščena.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-MY4F4SHQ/22/index.html
86/18,Splošno,"Sobotna priloga (25.01.1986, letnik 28, številka 20)",>>Nerazumljive odločitve glede prioritete računalništva v Sloveniji,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-QN5K3KSS/12/index.html
